"NAPLES MUNICIPAL AIRPORT, FL US (USW00012897)"
Date,TAVG (Degrees Fahrenheit),TMAX (Degrees Fahrenheit),TMIN (Degrees Fahrenheit),PRCP (Inches),SNOW (Inches),SNWD (Inches)
2012-02-23,,80,63,0.00,0.0,0.0
2012-02-24,,83,66,0.00,0.0,0.0
2012-02-25,,82,65,0.00,0.0,0.0
2012-02-26,,83,62,0.00,0.0,0.0
2012-02-27,,86,68,2.23,0.0,0.0
2012-02-28,,86,66,0.42,0.0,0.0
2012-02-29,,83,66,0.00,0.0,0.0
2012-03-01,,82,66,0.00,0.0,0.0
2012-03-02,,83,66,0.00,0.0,0.0
2012-03-03,,83,69,0.00,0.0,0.0
2012-03-04,,77,55,0.10,0.0,0.0
2012-03-05,,76,50,0.00,0.0,0.0
2012-03-06,,81,54,0.00,0.0,0.0
2012-03-07,,83,63,0.00,0.0,0.0
2012-03-08,,84,65,0.00,0.0,0.0
2012-03-09,,82,65,0.00,0.0,0.0
2012-03-10,,83,67,0.00,0.0,0.0
2012-03-11,,86,66,0.01,0.0,0.0
2012-03-12,,84,65,0.00,0.0,0.0
2012-03-13,,84,62,0.00,0.0,0.0
2012-03-14,,84,62,0.00,0.0,0.0
2012-03-15,,85,64,0.00,0.0,0.0
2012-03-16,,85,64,0.85,0.0,0.0
2012-03-17,,86,63,0.00,0.0,0.0
2012-03-18,,85,61,0.00,0.0,0.0
2012-03-19,,86,64,0.00,0.0,0.0
2012-03-20,,85,63,0.00,0.0,0.0
2012-03-21,,86,64,0.00,0.0,0.0
2012-03-22,,87,70,0.00,0.0,0.0
2012-03-23,,83,67,0.00,0.0,0.0
2012-03-24,,82,66,0.00,0.0,0.0
2012-03-25,,79,72,0.04,0.0,0.0
2012-03-26,,81,64,0.00,0.0,0.0
2012-03-27,,86,60,0.00,0.0,0.0
2012-03-28,,86,62,0.00,0.0,0.0
2012-03-29,,81,63,0.00,0.0,0.0
2012-03-30,,84,62,0.00,0.0,0.0
2012-03-31,,83,65,0.00,0.0,0.0
2012-04-01,,82,69,0.00,0.0,0.0
2012-04-02,,84,64,0.00,0.0,0.0
2012-04-03,,85,65,0.00,0.0,0.0
2012-04-04,,85,68,0.00,0.0,0.0
2012-04-05,,83,69,0.04,0.0,0.0
2012-04-06,,82,69,0.76,0.0,0.0
2012-04-07,,85,62,0.00,0.0,0.0
2012-04-08,,84,61,0.00,0.0,0.0
2012-04-09,,85,61,0.00,0.0,0.0
2012-04-10,,82,62,0.00,0.0,0.0
2012-04-11,,81,68,0.00,0.0,0.0
2012-04-12,,81,64,0.00,0.0,0.0
2012-04-13,,83,66,0.00,0.0,0.0
2012-04-14,,81,68,0.00,0.0,0.0
2012-04-15,,85,64,0.00,0.0,0.0
2012-04-16,,86,64,0.00,0.0,0.0
2012-04-17,,87,66,0.00,0.0,0.0
2012-04-18,,84,65,0.00,0.0,0.0
2012-04-19,,85,69,0.00,0.0,0.0
2012-04-20,,85,69,0.00,0.0,0.0
2012-04-21,,73,68,0.25,0.0,0.0
2012-04-22,,80,68,0.61,0.0,0.0
2012-04-23,,78,68,0.00,0.0,0.0
2012-04-24,,74,58,0.00,0.0,0.0
2012-04-25,,78,53,0.00,0.0,0.0
2012-04-26,,81,59,0.00,0.0,0.0
2012-04-27,,85,62,0.00,0.0,0.0
2012-04-28,,87,69,0.67,0.0,0.0
2012-04-29,,76,71,0.04,0.0,0.0
2012-04-30,,82,69,0.10,0.0,0.0
2012-05-01,,88,71,0.11,0.0,0.0
2012-05-02,,87,71,0.68,0.0,0.0
2012-05-03,,88,70,0.00,0.0,0.0
2012-05-04,,85,71,0.00,0.0,0.0
2012-05-05,,83,69,0.00,0.0,0.0
2012-05-06,,85,70,0.00,0.0,0.0
2012-05-07,,84,70,0.00,0.0,0.0
2012-05-08,,85,71,0.03,0.0,0.0
2012-05-09,,86,72,0.03,0.0,0.0
2012-05-10,,85,75,0.00,0.0,0.0
2012-05-11,,89,68,0.00,0.0,0.0
2012-05-12,,91,72,0.00,0.0,0.0
2012-05-13,,90,69,1.01,0.0,0.0
2012-05-14,,87,71,0.00,0.0,0.0
2012-05-15,,89,72,0.00,0.0,0.0
2012-05-16,,81,70,0.15,0.0,0.0
2012-05-17,,83,71,0.10,0.0,0.0
2012-05-18,,85,72,0.00,0.0,0.0
2012-05-19,,87,69,0.00,0.0,0.0
2012-05-20,,88,68,0.00,0.0,0.0
2012-05-21,,86,70,0.00,0.0,0.0
2012-05-22,,88,71,0.00,0.0,0.0
2012-05-23,,89,73,0.00,0.0,0.0
2012-05-24,,90,72,0.00,0.0,0.0
2012-05-25,,90,73,0.35,0.0,0.0
2012-05-26,,92,73,0.00,0.0,0.0
2012-05-27,,88,74,0.00,0.0,0.0
2012-05-28,,88,78,0.00,0.0,0.0
2012-05-29,,87,74,0.00,0.0,0.0
2012-05-30,,88,79,0.00,0.0,0.0
2012-05-31,,86,76,0.00,0.0,0.0
2012-06-01,,84,73,0.07,0.0,0.0
2012-06-02,,85,76,0.00,0.0,0.0
2012-06-03,,87,74,0.00,0.0,0.0
2012-06-04,,88,73,0.00,0.0,0.0
2012-06-05,,88,81,0.00,0.0,0.0
2012-06-06,,86,73,0.02,0.0,0.0
2012-06-07,,90,77,0.00,0.0,0.0
2012-06-08,,90,77,0.00,0.0,0.0
2012-06-09,,91,69,1.36,0.0,0.0
2012-06-10,,93,73,0.51,0.0,0.0
2012-06-11,,94,76,0.00,0.0,0.0
2012-06-12,,90,72,0.00,0.0,0.0
2012-06-13,,89,75,0.00,0.0,0.0
2012-06-14,,89,78,0.00,0.0,0.0
2012-06-15,,90,72,0.25,0.0,0.0
2012-06-16,,91,72,0.16,0.0,0.0
2012-06-17,,91,71,0.00,0.0,0.0
2012-06-18,,92,69,0.00,0.0,0.0
2012-06-19,,86,73,0.00,0.0,0.0
2012-06-20,,84,75,0.08,0.0,0.0
2012-06-21,,88,74,0.13,0.0,0.0
2012-06-22,,81,74,0.34,0.0,0.0
2012-06-23,,80,73,0.65,0.0,0.0
2012-06-24,,83,75,0.38,0.0,0.0
2012-06-25,,86,75,0.09,0.0,0.0
2012-06-26,,87,76,0.47,0.0,0.0
2012-06-27,,87,79,0.00,0.0,0.0
2012-06-28,,87,77,0.00,0.0,0.0
2012-06-29,,88,76,0.00,0.0,0.0
2012-06-30,,88,77,0.00,0.0,0.0
2012-07-01,,89,76,0.00,0.0,0.0
2012-07-02,,91,77,0.00,0.0,0.0
2012-07-03,,93,74,0.00,0.0,0.0
2012-07-04,,92,75,0.50,0.0,0.0
2012-07-05,,90,73,0.30,0.0,0.0
2012-07-06,,91,73,0.22,0.0,0.0
2012-07-07,,92,73,0.22,0.0,0.0
2012-07-08,,92,74,0.53,0.0,0.0
2012-07-09,,90,74,0.08,0.0,0.0
2012-07-10,,92,74,0.47,0.0,0.0
2012-07-11,,89,73,0.01,0.0,0.0
2012-07-12,,87,74,0.04,0.0,0.0
2012-07-13,,90,75,0.70,0.0,0.0
2012-07-14,,90,74,0.30,0.0,0.0
2012-07-15,,89,74,0.00,0.0,0.0
2012-07-16,,87,73,0.00,0.0,0.0
2012-07-17,,87,75,0.01,0.0,0.0
2012-07-18,,90,75,0.00,0.0,0.0
2012-07-19,,91,78,0.00,0.0,0.0
2012-07-20,,93,77,0.13,0.0,0.0
2012-07-21,,93,76,0.47,0.0,0.0
2012-07-22,,88,74,0.22,0.0,0.0
2012-07-23,,89,74,0.00,0.0,0.0
2012-07-24,,90,76,0.00,0.0,0.0
2012-07-25,,89,78,0.00,0.0,0.0
2012-07-26,,90,77,0.00,0.0,0.0
2012-07-27,,91,78,0.00,0.0,0.0
2012-07-28,,90,77,0.09,0.0,0.0
2012-07-29,,90,78,0.00,0.0,0.0
2012-07-30,,91,78,0.00,0.0,0.0
2012-07-31,,91,76,0.00,0.0,0.0
2012-08-01,,91,78,0.00,0.0,0.0
2012-08-02,,90,77,0.36,0.0,0.0
2012-08-03,,93,73,0.00,0.0,0.0
2012-08-04,,94,74,0.25,0.0,0.0
2012-08-05,,91,76,0.29,0.0,0.0
2012-08-06,,91,76,0.13,0.0,0.0
2012-08-07,,94,75,0.00,0.0,0.0
2012-08-08,,95,77,0.07,0.0,0.0
2012-08-09,,93,74,0.30,0.0,0.0
2012-08-10,,92,74,1.18,0.0,0.0
2012-08-11,,87,75,0.07,0.0,0.0
2012-08-12,,88,75,1.25,0.0,0.0
2012-08-13,,90,77,0.00,0.0,0.0
2012-08-14,,91,76,0.00,0.0,0.0
2012-08-15,,92,75,0.25,0.0,0.0
2012-08-16,,91,78,1.00,0.0,0.0
2012-08-17,,89,79,0.00,0.0,0.0
2012-08-18,,90,77,0.06,0.0,0.0
2012-08-19,,91,78,0.00,0.0,0.0
2012-08-20,,92,80,0.00,0.0,0.0
2012-08-21,,92,73,1.60,0.0,0.0
2012-08-22,,91,74,0.51,0.0,0.0
2012-08-23,,92,73,0.56,0.0,0.0
2012-08-24,,93,75,0.00,0.0,0.0
2012-08-25,,83,74,0.00,0.0,0.0
2012-08-26,,83,75,1.72,0.0,0.0
2012-08-27,,88,78,0.35,0.0,0.0
2012-08-28,,89,76,0.90,0.0,0.0
2012-08-29,,89,78,0.00,0.0,0.0
2012-08-30,,90,78,0.00,0.0,0.0
2012-08-31,,93,77,0.09,0.0,0.0
2012-09-01,,94,76,0.00,0.0,0.0
2012-09-02,,93,75,0.00,0.0,0.0
2012-09-03,,90,74,0.00,0.0,0.0
2012-09-04,,89,76,0.00,0.0,0.0
2012-09-05,,89,74,0.16,0.0,0.0
2012-09-06,,89,73,0.00,0.0,0.0
2012-09-07,,88,75,0.00,0.0,0.0
2012-09-08,,89,77,0.00,0.0,0.0
2012-09-09,,89,82,0.00,0.0,0.0
2012-09-10,,89,79,0.00,0.0,0.0
2012-09-11,,92,75,0.19,0.0,0.0
2012-09-12,,92,75,0.00,0.0,0.0
2012-09-13,,86,76,0.00,0.0,0.0
2012-09-14,,93,74,0.11,0.0,0.0
2012-09-15,,91,74,0.09,0.0,0.0
2012-09-16,,87,76,0.13,0.0,0.0
2012-09-17,,88,75,1.26,0.0,0.0
2012-09-18,,89,76,1.02,0.0,0.0
2012-09-19,,88,76,0.00,0.0,0.0
2012-09-20,,90,76,0.07,0.0,0.0
2012-09-21,,90,73,0.62,0.0,0.0
2012-09-22,,85,73,0.03,0.0,0.0
2012-09-23,,90,74,0.00,0.0,0.0
2012-09-24,,88,73,0.00,0.0,0.0
2012-09-25,,86,73,0.07,0.0,0.0
2012-09-26,,89,74,0.00,0.0,0.0
2012-09-27,,92,74,0.00,0.0,0.0
2012-09-28,,91,75,0.00,0.0,0.0
2012-09-29,,88,74,0.00,0.0,0.0
2012-09-30,,90,75,0.03,0.0,0.0
2012-10-01,,86,76,0.48,0.0,0.0
2012-10-02,,87,76,0.41,0.0,0.0
2012-10-03,,91,76,0.00,0.0,0.0
2012-10-04,,90,76,0.00,0.0,0.0
2012-10-05,,91,72,0.23,0.0,0.0
2012-10-06,,88,73,0.00,0.0,0.0
2012-10-07,,90,74,0.30,0.0,0.0
2012-10-08,,89,73,0.11,0.0,0.0
2012-10-09,,89,73,0.00,0.0,0.0
2012-10-10,,90,74,0.00,0.0,0.0
2012-10-11,,88,70,0.00,0.0,0.0
2012-10-12,,87,69,0.00,0.0,0.0
2012-10-13,,87,70,0.00,0.0,0.0
2012-10-14,,89,71,0.01,0.0,0.0
2012-10-15,,89,74,0.00,0.0,0.0
2012-10-16,,86,73,0.00,0.0,0.0
2012-10-17,,84,72,1.31,0.0,0.0
2012-10-18,,85,72,0.08,0.0,0.0
2012-10-19,,86,74,0.23,0.0,0.0
2012-10-20,,87,73,0.00,0.0,0.0
2012-10-21,,86,65,0.00,0.0,0.0
2012-10-22,,86,66,0.00,0.0,0.0
2012-10-23,,88,68,0.00,0.0,0.0
2012-10-24,,88,71,0.00,0.0,0.0
2012-10-25,,82,73,0.02,0.0,0.0
2012-10-26,,86,74,0.00,0.0,0.0
2012-10-27,,81,74,0.00,0.0,0.0
2012-10-28,,79,70,0.00,0.0,0.0
2012-10-29,,71,62,0.00,0.0,0.0
2012-10-30,,72,55,0.00,0.0,0.0
2012-10-31,,75,60,0.00,0.0,0.0
2012-11-01,,79,59,0.00,0.0,0.0
2012-11-02,,80,63,0.01,0.0,0.0
2012-11-03,,83,57,0.00,0.0,0.0
2012-11-04,,81,58,0.00,0.0,0.0
2012-11-05,,77,65,0.00,0.0,0.0
2012-11-06,,78,65,0.11,0.0,0.0
2012-11-07,,71,62,0.00,0.0,0.0
2012-11-08,,70,54,0.00,0.0,0.0
2012-11-09,,77,52,0.00,0.0,0.0
2012-11-10,,78,57,0.00,0.0,0.0
2012-11-11,,82,61,0.00,0.0,0.0
2012-11-12,,81,64,0.00,0.0,0.0
2012-11-13,,82,65,0.00,0.0,0.0
2012-11-14,,83,65,0.00,0.0,0.0
2012-11-15,,81,63,0.00,0.0,0.0
2012-11-16,,75,63,0.00,0.0,0.0
2012-11-17,,83,61,0.00,0.0,0.0
2012-11-18,,78,63,0.00,0.0,0.0
2012-11-19,,78,57,0.00,0.0,0.0
2012-11-20,,71,58,0.00,0.0,0.0
2012-11-21,,76,58,0.00,0.0,0.0
2012-11-22,,75,54,0.00,0.0,0.0
2012-11-23,,74,53,0.00,0.0,0.0
2012-11-24,,74,50,0.00,0.0,0.0
2012-11-25,,70,50,0.00,0.0,0.0
2012-11-26,,79,50,0.00,0.0,0.0
2012-11-27,,81,60,0.00,0.0,0.0
2012-11-28,,78,63,0.00,0.0,0.0
2012-11-29,,82,58,0.00,0.0,0.0
2012-11-30,,80,63,0.00,0.0,0.0
2012-12-01,,82,60,0.00,0.0,0.0
2012-12-02,,83,63,0.00,0.0,0.0
2012-12-03,,83,60,0.00,0.0,0.0
2012-12-04,,81,58,0.00,0.0,0.0
2012-12-05,,78,60,0.00,0.0,0.0
2012-12-06,,81,63,0.11,0.0,0.0
2012-12-07,,79,62,0.00,0.0,0.0
2012-12-08,,81,65,0.00,0.0,0.0
2012-12-09,,83,64,0.00,0.0,0.0
2012-12-10,,84,69,0.31,0.0,0.0
2012-12-11,,80,71,1.22,0.0,0.0
2012-12-12,,79,73,0.01,0.0,0.0
2012-12-13,,73,63,0.00,0.0,0.0
2012-12-14,,79,59,0.00,0.0,0.0
2012-12-15,,82,61,0.00,0.0,0.0
2012-12-16,,81,61,0.00,0.0,0.0
2012-12-17,,80,65,0.00,0.0,0.0
2012-12-18,,79,65,0.00,0.0,0.0
2012-12-19,,82,58,0.00,0.0,0.0
2012-12-20,,82,62,0.00,0.0,0.0
2012-12-21,,73,52,0.06,0.0,0.0
2012-12-22,,66,45,0.00,0.0,0.0
2012-12-23,,72,42,0.00,0.0,0.0
2012-12-24,,76,51,0.00,0.0,0.0
2012-12-25,,79,56,0.00,0.0,0.0
2012-12-26,,79,63,0.07,0.0,0.0
2012-12-27,,67,52,0.00,0.0,0.0
2012-12-28,,79,50,0.00,0.0,0.0
2012-12-29,,78,60,0.00,0.0,0.0
2012-12-30,,65,47,0.00,0.0,0.0
2012-12-31,,77,49,0.00,0.0,0.0
2013-01-01,,79,61,0.00,0.0,0.0
2013-01-02,,79,61,0.00,0.0,0.0
2013-01-03,,82,63,0.00,0.0,0.0
2013-01-04,,82,66,0.11,0.0,0.0
2013-01-05,,82,63,0.00,0.0,0.0
2013-01-06,,83,64,0.00,0.0,0.0
2013-01-07,,81,68,0.00,0.0,0.0
2013-01-08,,85,68,0.00,0.0,0.0
2013-01-09,,86,71,0.00,0.0,0.0
2013-01-10,,84,68,0.00,0.0,0.0
2013-01-11,,84,64,0.00,0.0,0.0
2013-01-12,,85,66,0.00,0.0,0.0
2013-01-13,,82,64,0.00,0.0,0.0
2013-01-14,,83,62,0.00,0.0,0.0
2013-01-15,,82,60,0.00,0.0,0.0
2013-01-16,,82,62,0.00,0.0,0.0
2013-01-17,,79,63,0.00,0.0,0.0
2013-01-18,,68,50,0.00,0.0,0.0
2013-01-19,,77,60,0.00,0.0,0.0
2013-01-20,,79,64,0.00,0.0,0.0
2013-01-21,,74,63,0.00,0.0,0.0
2013-01-22,,72,58,0.00,0.0,0.0
2013-01-23,,75,55,0.00,0.0,0.0
2013-01-24,,76,51,0.00,0.0,0.0
2013-01-25,,77,52,0.00,0.0,0.0
2013-01-26,,78,54,0.00,0.0,0.0
2013-01-27,,82,57,0.00,0.0,0.0
2013-01-28,,83,63,0.00,0.0,0.0
2013-01-29,,84,63,0.00,0.0,0.0
2013-01-30,,82,65,0.00,0.0,0.0
2013-01-31,,73,52,0.04,0.0,0.0
2013-02-01,,73,47,0.00,0.0,0.0
2013-02-02,,76,50,0.00,0.0,0.0
2013-02-03,,75,53,0.00,0.0,0.0
2013-02-04,,72,47,0.00,0.0,0.0
2013-02-05,,78,51,0.00,0.0,0.0
2013-02-06,,78,59,0.00,0.0,0.0
2013-02-07,,81,62,0.00,0.0,0.0
2013-02-08,,78,65,0.00,0.0,0.0
2013-02-09,,81,58,0.00,0.0,0.0
2013-02-10,,84,63,0.00,0.0,0.0
2013-02-11,,83,63,0.00,0.0,0.0
2013-02-12,,83,63,0.00,0.0,0.0
2013-02-13,,82,69,0.00,0.0,0.0
2013-02-14,,79,60,1.56,0.0,0.0
2013-02-15,,68,60,0.04,0.0,0.0
2013-02-16,,69,59,0.00,0.0,0.0
2013-02-17,,61,43,0.00,0.0,0.0
2013-02-18,,73,40,0.00,0.0,0.0
2013-02-19,,80,52,0.00,0.0,0.0
2013-02-20,,82,58,0.00,0.0,0.0
2013-02-21,,83,62,0.00,0.0,0.0
2013-02-22,,84,64,0.00,0.0,0.0
2013-02-23,,83,69,0.00,0.0,0.0
2013-02-24,,83,68,0.00,0.0,0.0
2013-02-25,,82,66,0.00,0.0,0.0
2013-02-26,,82,70,0.00,0.0,0.0
2013-02-27,,73,66,0.07,0.0,0.0
2013-02-28,,71,61,0.00,0.0,0.0
2013-03-01,,67,59,0.00,0.0,0.0
2013-03-02,,63,51,0.02,0.0,0.0
2013-03-03,,59,45,0.03,0.0,0.0
2013-03-04,,64,41,0.00,0.0,0.0
2013-03-05,,74,46,0.00,0.0,0.0
2013-03-06,,72,57,0.00,0.0,0.0
2013-03-07,,62,47,0.00,0.0,0.0
2013-03-08,,74,47,0.00,0.0,0.0
2013-03-09,,79,49,0.00,0.0,0.0
2013-03-10,,81,55,0.00,0.0,0.0
2013-03-11,,80,58,0.00,0.0,0.0
2013-03-12,,75,61,0.00,0.0,0.0
2013-03-13,,76,54,0.00,0.0,0.0
2013-03-14,,72,53,0.00,0.0,0.0
2013-03-15,,76,48,0.00,0.0,0.0
2013-03-16,,74,50,0.00,0.0,0.0
2013-03-17,,79,54,0.00,0.0,0.0
2013-03-18,,80,65,0.48,0.0,0.0
2013-03-19,,76,64,0.00,0.0,0.0
2013-03-20,,80,60,0.09,0.0,0.0
2013-03-21,,73,57,0.00,0.0,0.0
2013-03-22,,81,53,0.00,0.0,0.0
2013-03-23,,84,71,0.00,0.0,0.0
2013-03-24,,82,70,0.00,0.0,0.0
2013-03-25,,74,60,0.00,0.0,0.0
2013-03-26,,63,51,0.00,0.0,0.0
2013-03-27,,63,46,0.00,0.0,0.0
2013-03-28,,73,45,0.00,0.0,0.0
2013-03-29,,79,48,0.00,0.0,0.0
2013-03-30,,78,54,0.00,0.0,0.0
2013-03-31,,80,57,0.00,0.0,0.0
2013-04-01,,81,63,0.00,0.0,0.0
2013-04-02,,80,64,0.00,0.0,0.0
2013-04-03,,87,67,0.00,0.0,0.0
2013-04-04,,83,66,0.37,0.0,0.0
2013-04-05,,72,64,0.54,0.0,0.0
2013-04-06,,73,60,0.00,0.0,0.0
2013-04-07,,84,61,0.00,0.0,0.0
2013-04-08,,85,63,0.00,0.0,0.0
2013-04-09,,87,62,0.00,0.0,0.0
2013-04-10,,87,66,0.53,0.0,0.0
2013-04-11,,88,71,0.00,0.0,0.0
2013-04-12,,86,76,0.00,0.0,0.0
2013-04-13,,87,74,0.00,0.0,0.0
2013-04-14,,88,70,0.00,0.0,0.0
2013-04-15,,87,68,0.00,0.0,0.0
2013-04-16,,92,70,0.21,0.0,0.0
2013-04-17,,89,70,0.82,0.0,0.0
2013-04-18,,89,71,0.00,0.0,0.0
2013-04-19,,89,73,0.00,0.0,0.0
2013-04-20,,86,72,0.00,0.0,0.0
2013-04-21,,87,68,1.65,0.0,0.0
2013-04-22,,84,69,0.09,0.0,0.0
2013-04-23,,87,66,0.00,0.0,0.0
2013-04-24,,84,63,0.00,0.0,0.0
2013-04-25,,86,66,0.00,0.0,0.0
2013-04-26,,88,64,0.00,0.0,0.0
2013-04-27,,88,66,0.00,0.0,0.0
2013-04-28,,86,68,0.21,0.0,0.0
2013-04-29,,86,67,0.00,0.0,0.0
2013-04-30,,85,68,0.01,0.0,0.0
2013-05-01,,81,68,0.57,0.0,0.0
2013-05-02,,75,67,0.83,0.0,0.0
2013-05-03,,80,64,0.00,0.0,0.0
2013-05-04,,81,72,0.00,0.0,0.0
2013-05-05,,78,69,0.00,0.0,0.0
2013-05-06,,78,67,0.00,0.0,0.0
2013-05-07,,78,61,0.00,0.0,0.0
2013-05-08,,79,63,0.00,0.0,0.0
2013-05-09,,85,61,0.00,0.0,0.0
2013-05-10,,88,68,0.00,0.0,0.0
2013-05-11,,87,72,0.00,0.0,0.0
2013-05-12,,85,73,0.00,0.0,0.0
2013-05-13,,84,72,0.00,0.0,0.0
2013-05-14,,87,65,0.00,0.0,0.0
2013-05-15,,87,62,0.00,0.0,0.0
2013-05-16,,85,65,0.00,0.0,0.0
2013-05-17,,86,68,0.00,0.0,0.0
2013-05-18,,86,69,0.00,0.0,0.0
2013-05-19,,87,72,0.04,0.0,0.0
2013-05-20,,87,70,0.62,0.0,0.0
2013-05-21,,87,69,0.00,0.0,0.0
2013-05-22,,86,70,0.00,0.0,0.0
2013-05-23,,84,73,0.00,0.0,0.0
2013-05-24,,88,74,0.00,0.0,0.0
2013-05-25,,92,70,0.00,0.0,0.0
2013-05-26,,90,68,0.00,0.0,0.0
2013-05-27,,87,68,0.52,0.0,0.0
2013-05-28,,87,73,0.00,0.0,0.0
2013-05-29,,82,72,0.07,0.0,0.0
2013-05-30,,88,71,0.40,0.0,0.0
2013-05-31,,86,73,0.42,0.0,0.0
2013-06-01,,87,74,0.05,0.0,0.0
2013-06-02,,88,73,0.00,0.0,0.0
2013-06-03,,82,74,0.49,0.0,0.0
2013-06-04,,82,72,0.50,0.0,0.0
2013-06-05,,79,75,0.19,0.0,0.0
2013-06-06,,84,73,0.42,0.0,0.0
2013-06-07,,83,72,1.48,0.0,0.0
2013-06-08,,89,77,0.03,0.0,0.0
2013-06-09,,91,76,0.19,0.0,0.0
2013-06-10,,90,76,0.00,0.0,0.0
2013-06-11,,89,75,0.00,0.0,0.0
2013-06-12,,90,73,0.01,0.0,0.0
2013-06-13,,87,72,0.00,0.0,0.0
2013-06-14,,86,75,0.00,0.0,0.0
2013-06-15,,87,76,0.00,0.0,0.0
2013-06-16,,91,77,0.01,0.0,0.0
2013-06-17,,92,76,0.14,0.0,0.0
2013-06-18,,91,76,0.40,0.0,0.0
2013-06-19,,89,74,0.02,0.0,0.0
2013-06-20,,90,72,1.74,0.0,0.0
2013-06-21,,89,73,0.00,0.0,0.0
2013-06-22,,91,74,0.01,0.0,0.0
2013-06-23,,90,74,0.00,0.0,0.0
2013-06-24,,91,74,0.84,0.0,0.0
2013-06-25,,92,73,1.33,0.0,0.0
2013-06-26,,88,74,0.22,0.0,0.0
2013-06-27,,88,73,0.00,0.0,0.0
2013-06-28,,89,75,0.00,0.0,0.0
2013-06-29,,89,77,0.00,0.0,0.0
2013-06-30,,89,74,0.69,0.0,0.0
2013-07-01,,87,72,2.24,0.0,0.0
2013-07-02,,88,74,0.17,0.0,0.0
2013-07-03,,88,74,0.08,0.0,0.0
2013-07-04,,89,73,0.20,0.0,0.0
2013-07-05,,88,73,0.83,0.0,0.0
2013-07-06,,91,75,0.00,0.0,0.0
2013-07-07,,91,76,0.04,0.0,0.0
2013-07-08,,92,75,0.00,0.0,0.0
2013-07-09,,89,75,0.01,0.0,0.0
2013-07-10,,86,74,0.00,0.0,0.0
2013-07-11,,88,74,0.07,0.0,0.0
2013-07-12,,88,75,0.00,0.0,0.0
2013-07-13,,89,75,0.71,0.0,0.0
2013-07-14,,85,73,3.41,0.0,0.0
2013-07-15,,89,73,0.15,0.0,0.0
2013-07-16,,87,74,0.00,0.0,0.0
2013-07-17,,87,74,0.04,0.0,0.0
2013-07-18,,81,72,0.46,0.0,0.0
2013-07-19,,91,72,0.00,0.0,0.0
2013-07-20,,91,76,0.00,0.0,0.0
2013-07-21,,88,77,0.00,0.0,0.0
2013-07-22,,89,76,0.00,0.0,0.0
2013-07-23,,89,78,0.00,0.0,0.0
2013-07-24,,88,79,0.00,0.0,0.0
2013-07-25,,93,76,0.00,0.0,0.0
2013-07-26,,89,74,0.04,0.0,0.0
2013-07-27,,89,76,0.33,0.0,0.0
2013-07-28,,90,78,0.00,0.0,0.0
2013-07-29,,92,76,0.00,0.0,0.0
2013-07-30,,94,75,0.27,0.0,0.0
2013-07-31,,93,75,0.01,0.0,0.0
2013-08-01,,90,75,0.01,0.0,0.0
2013-08-02,,89,75,0.00,0.0,0.0
2013-08-03,,87,78,0.00,0.0,0.0
2013-08-04,,89,76,0.05,0.0,0.0
2013-08-05,,90,81,0.00,0.0,0.0
2013-08-06,,91,79,0.00,0.0,0.0
2013-08-07,,91,77,0.05,0.0,0.0
2013-08-08,,93,76,0.30,0.0,0.0
2013-08-09,,90,75,0.09,0.0,0.0
2013-08-10,,94,74,0.00,0.0,0.0
2013-08-11,,95,77,0.00,0.0,0.0
2013-08-12,,94,75,0.00,0.0,0.0
2013-08-13,,91,77,0.47,0.0,0.0
2013-08-14,,90,74,0.04,0.0,0.0
2013-08-15,,85,75,0.04,0.0,0.0
2013-08-16,,94,75,0.35,0.0,0.0
2013-08-17,,93,77,0.12,0.0,0.0
2013-08-18,,93,77,1.24,0.0,0.0
2013-08-19,,93,72,1.50,0.0,0.0
2013-08-20,,90,74,0.14,0.0,0.0
2013-08-21,,92,77,0.75,0.0,0.0
2013-08-22,,92,76,0.27,0.0,0.0
2013-08-23,,90,75,1.39,0.0,0.0
2013-08-24,,92,76,0.00,0.0,0.0
2013-08-25,,90,76,0.00,0.0,0.0
2013-08-26,,89,73,0.74,0.0,0.0
2013-08-27,,88,72,0.22,0.0,0.0
2013-08-28,,86,74,0.08,0.0,0.0
2013-08-29,,87,74,0.00,0.0,0.0
2013-08-30,,89,75,0.00,0.0,0.0
2013-08-31,,89,75,0.00,0.0,0.0
2013-09-01,,90,76,0.01,0.0,0.0
2013-09-02,,88,75,0.28,0.0,0.0
2013-09-03,,91,74,0.01,0.0,0.0
2013-09-04,,89,76,0.26,0.0,0.0
2013-09-05,,93,76,0.48,0.0,0.0
2013-09-06,,93,71,2.57,0.0,0.0
2013-09-07,,88,74,0.33,0.0,0.0
2013-09-08,,88,73,0.01,0.0,0.0
2013-09-09,,91,74,0.00,0.0,0.0
2013-09-10,,92,75,0.00,0.0,0.0
2013-09-11,,87,74,1.77,0.0,0.0
2013-09-12,,86,75,0.02,0.0,0.0
2013-09-13,,88,73,0.00,0.0,0.0
2013-09-14,,90,76,0.00,0.0,0.0
2013-09-15,,90,74,0.97,0.0,0.0
2013-09-16,,89,75,0.22,0.0,0.0
2013-09-17,,88,74,2.19,0.0,0.0
2013-09-18,,90,73,0.79,0.0,0.0
2013-09-19,,90,72,0.01,0.0,0.0
2013-09-20,,90,74,0.00,0.0,0.0
2013-09-21,,88,72,0.00,0.0,0.0
2013-09-22,,88,75,0.00,0.0,0.0
